iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
867	256	294	256	340	256	294	340
868	256	294	256	340	256	294	340
869	256	294	256	340	256	294	340
870	257	295	257	340	257	295	340
871	257	295	257	340	257	295	340
872	257	295	257	340	257	295	340
873	256	294	256	340	256	294	340
874	256	294	256	340	256	294	340
875	256	294	256	340	256	294	340
876	256	294	256	340	256	294	340
877	256	294	256	340	256	294	340
878	257	295	257	340	257	295	340
879	256	294	256	340	256	294	340
880	256	294	256	340	256	294	340
881	257	295	257	340	257	295	340
882	257	295	257	340	257	295	340
883	256	294	256	340	256	294	340
884	256	294	256	340	256	294	340
885	256	294	256	340	256	294	340
886	256	294	256	340	256	294	340
887	256	294	256	340	256	294	340
888	256	294	256	340	256	294	340
889	256	294	256	340	256	294	340
890	256	294	256	340	256	294	340
891	256	294	256	340	256	294	340
892	256	294	256	340	256	294	340
893	256	294	256	340	256	294	340
894	256	294	256	340	256	294	340
895	256	294	256	340	256	294	340
896	256	294	256	340	256	294	340
897	256	294	256	340	256	294	340
898	256	294	256	340	256	294	340
899	256	294	256	340	256	294	340
900	256	294	256	340	256	294	340
901	256	294	256	340	256	294	340
902	256	294	256	340	256	294	340
903	256	290	256	340	256	290	340
904	256	290	256	340	256	290	340
905	256	290	256	340	256	290	340
906	256	290	256	340	256	290	340
907	256	290	256	340	256	290	340
908	256	290	256	340	256	290	340
909	256	290	256	340	256	290	340
910	256	290	256	340	256	290	340
911	256	290	256	340	256	290	340
912	256	290	256	340	256	290	340
913	259	293	259	340	259	293	340
914	259	293	259	340	259	293	340
915	259	293	259	340	259	293	340
916	259	293	259	340	259	293	340
917	259	293	259	340	259	293	340
918	259	293	259	340	259	293	340
919	259	293	259	340	259	293	340
920	259	293	259	340	259	293	340
921	259	293	259	340	259	293	340
922	259	293	259	340	259	293	340
923	259	293	259	340	259	293	340
924	259	293	259	340	259	293	340
925	259	293	259	340	259	293	340
926	259	293	259	340	259	293	340
927	259	293	259	340	259	293	340
928	259	293	259	340	259	293	340
929	259	293	259	340	259	293	340
930	259	293	259	340	259	293	340
931	259	293	259	340	259	293	340
932	259	293	259	340	259	293	340
933	259	293	259	340	259	293	340
934	259	293	259	340	259	293	340
935	259	293	259	340	259	293	340
936	259	293	259	340	259	293	340
937	259	293	259	340	259	293	340
938	259	293	259	340	259	293	340
939	259	293	259	340	259	293	340
940	259	293	259	340	259	293	340
941	259	293	259	340	259	293	340
942	259	293	259	340	259	293	340
943	259	293	259	340	259	293	340
944	259	293	259	340	259	293	340
945	259	293	259	340	259	293	340
946	259	293	259	340	259	293	340
947	259	293	259	340	259	293	340
948	259	293	259	340	259	293	340
949	259	293	259	340	259	293	340
950	259	293	259	340	259	293	340
951	259	293	259	340	259	293	340
952	259	293	259	340	259	293	340
953	259	293	259	340	259	293	340
954	259	293	259	340	259	293	340
955	259	293	259	340	259	293	340
956	259	293	259	340	259	293	340
957	259	293	259	340	259	293	340
958	259	293	259	340	259	293	340
959	259	293	259	340	259	293	340
960	259	293	259	340	259	293	340
961	259	293	259	340	259	293	340
962	259	293	259	340	259	293	340
963	259	293	259	340	259	293	340
964	259	293	259	340	259	293	340
965	259	293	259	340	259	293	340
966	260	294	260	340	260	294	340
967	260	294	260	340	260	294	340
968	260	294	260	340	260	294	340
969	259	293	259	340	259	293	340
970	260	294	260	340	260	294	340
971	260	294	260	340	260	294	340
972	260	294	260	340	260	294	340
973	259	293	259	340	259	293	340
974	259	293	259	340	259	293	340
975	259	293	259	340	259	293	340
976	259	293	259	340	259	293	340
977	259	293	259	340	259	293	340
978	259	293	259	340	259	293	340
979	259	293	259	340	259	293	340
980	259	293	259	340	259	293	340
981	259	293	259	340	259	293	340
982	259	293	259	340	259	293	340
983	259	293	259	340	259	293	340
984	259	293	259	340	259	293	340
985	259	293	259	340	259	293	340
986	260	294	260	340	260	294	340
987	260	294	260	340	260	294	340
988	259	293	259	340	259	293	340
989	259	293	259	340	259	293	340
990	259	293	259	340	259	293	340
991	259	293	259	340	259	293	340
992	259	293	259	340	259	293	340
993	259	293	259	340	259	293	340
994	259	293	259	340	259	293	340
995	259	293	259	340	259	293	340
996	261	295	261	340	261	295	340
997	259	293	259	340	259	293	340
998	259	293	259	340	259	293	340
999	260	294	260	340	260	294	340
